id,label,timeset,weight<total_link_strength>,score<citations>,score<pub._year>,weight<links>,weight<citations>,cluster,description,url
245,chen (2015),,271,48,2015,86,48,4,"<table><tr><td>Authors:</td><td>chen, kj; curtin, t; daniels, ea; kumar, a; lusi, m; madden, dg; perry, jj; zaworotko, mj</td></tr><tr><td>Title:</td><td>direct air capture of co2 by physisorbent materials</td></tr><tr><td>Source:</td><td>angewandte chemie-international edition, 54(48), 14372-14377</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1002/anie.201506952
246,an (2015),,413,1,2015,233,1,2,"<table><tr><td>Authors:</td><td>an, ss; cheng, m; darboux, f; xiang, y; xue, zj</td></tr><tr><td>Title:</td><td>soil organic carbon sequestration in relation to revegetation on the loess plateau, china</td></tr><tr><td>Source:</td><td>plant and soil, 397(1-2), 31-42</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1007/s11104-015-2486-5
248,clark (2016),,93,4,2016,60,4,2,"<table><tr><td>Authors:</td><td>clark, jm; collins, cd; fernandez-romero, ml; lozano-garcia, b; parras-alcantara, l</td></tr><tr><td>Title:</td><td>soil quality assessment based on carbon stratification index in different olive grove management practices in mediterranean areas</td></tr><tr><td>Source:</td><td>catena, 137, 449-458</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.catena.2015.10.019
249,ishihara (2016),,367,16,2016,157,16,3,"<table><tr><td>Authors:</td><td>ishihara, k; konishi, s; nishio, m; tezuka, t; tokimatsu, k; yasuoka, r</td></tr><tr><td>Title:</td><td>role of innovative technologies under the global zero emissions scenarios</td></tr><tr><td>Source:</td><td>applied energy, 162, 1483-1493</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.apenergy.2015.02.051
250,longbottom (2015),,365,1,2015,259,1,2,"<table><tr><td>Authors:</td><td>longbottom, ml; petrie, pr</td></tr><tr><td>Title:</td><td>role of vineyard practices in generating and mitigating greenhouse gas emissions</td></tr><tr><td>Source:</td><td>australian journal of grape and wine research, 21, 522-536</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1111/ajgw.12197
251,daniel (2016),,394,3,2016,262,3,2,"<table><tr><td>Authors:</td><td>daniel, dw; mcmurry, st; o'connell, jl; smith, lm</td></tr><tr><td>Title:</td><td>soil organic carbon in playas and adjacent prairies, cropland, and conservation reserve program land of the high plains, usa</td></tr><tr><td>Source:</td><td>soil & tillage research, 156, 16-24</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.still.2015.09.012
252,raeini (2016),,125,0,2016,116,0,2,"<table><tr><td>Authors:</td><td>raeini, mgn; sadeghi, h</td></tr><tr><td>Title:</td><td>capability investigation of carbon sequestration in artemisia aucheri bioss</td></tr><tr><td>Source:</td><td>international journal of environmental science and technology, 13(1), 159-164</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1007/s13762-015-0858-2
253,cao (2015),,333,6,2015,213,6,2,"<table><tr><td>Authors:</td><td>cao, cg; guo, lj; li, cf; liu, tq; zhang, zs</td></tr><tr><td>Title:</td><td>effects of tillage practices and straw returning methods on greenhouse gas emissions and net ecosystem economic budget in rice wheat cropping systems in central china</td></tr><tr><td>Source:</td><td>atmospheric environment, 122, 636-644</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.atmosenv.2015.09.065
254,bastianoni (2016),,210,9,2016,180,9,1,"<table><tr><td>Authors:</td><td>bastianoni, s; galli, a; lin, d; mancini, ms; marchettini, n; niccolucci, v; wackernagel, m</td></tr><tr><td>Title:</td><td>ecological footprint: refining the carbon footprint calculation</td></tr><tr><td>Source:</td><td>ecological indicators, 61, 390-403</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.ecolind.2015.09.040
255,araujo (2015),,6,4,2015,6,4,3,"<table><tr><td>Authors:</td><td>araujo, odf; de medeiros, jl; morgado, cdv; yokoyama, l</td></tr><tr><td>Title:</td><td>metrics for sustainability analysis of post-combustion abatement of co2 emissions: microalgae mediated routes and ccs (carbon capture and storage)</td></tr><tr><td>Source:</td><td>energy, 92, 556-568</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.energy.2015.03.116
256,barrett (2015),,4,5,2015,4,5,3,"<table><tr><td>Authors:</td><td>barrett, m; drummond, p; spataru, c; zafeiratou, e</td></tr><tr><td>Title:</td><td>long-term scenarios for reaching climate targets and energy security in uk</td></tr><tr><td>Source:</td><td>sustainable cities and society, 17, 95-109</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.scs.2015.03.010
257,alcamo (2015),,222,12,2015,125,12,3,"<table><tr><td>Authors:</td><td>alcamo, j; hare, w; knutti, r; meinshausen, m; riahi, k; rogelj, j; schaeffer, m</td></tr><tr><td>Title:</td><td>zero emission targets as long-term global goals for climate protection</td></tr><tr><td>Source:</td><td>environmental research letters, 10(10)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/10/10/105007
258,davis (2015),,245,5,2015,124,5,3,"<table><tr><td>Authors:</td><td>davis, sj; hallegatte, s; narloch, u; rozenberg, j</td></tr><tr><td>Title:</td><td>climate constraints on the carbon intensity of economic growth</td></tr><tr><td>Source:</td><td>environmental research letters, 10(9)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/10/9/095006
259,tokarska (2015),,213,4,2015,131,4,3,"<table><tr><td>Authors:</td><td>tokarska, kb; zickfeld, k</td></tr><tr><td>Title:</td><td>the effectiveness of net negative carbon dioxide emissions in reversing anthropogenic climate change</td></tr><tr><td>Source:</td><td>environmental research letters, 10(9)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/10/9/094013
260,al-qayim (2015),,112,4,2015,75,4,3,"<table><tr><td>Authors:</td><td>al-qayim, k; nimmo, w; pourkashanian, m</td></tr><tr><td>Title:</td><td>comparative techno-economic assessment of biomass and coal with ccs technologies in a pulverized combustion power plant in the united kingdom</td></tr><tr><td>Source:</td><td>international journal of greenhouse gas control, 43, 82-92</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.ijggc.2015.10.013
261,hogbom (2015),,619,4,2015,299,4,1,"<table><tr><td>Authors:</td><td>hogbom, l; rytter, l; rytter, rm</td></tr><tr><td>Title:</td><td>carbon sequestration in willow (salix spp.) plantations on former arable land estimated by repeated field sampling and c budget calculation</td></tr><tr><td>Source:</td><td>biomass & bioenergy, 83, 483-492</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.biombioe.2015.10.009
262,andrew (2016),,751,71,2016,362,71,3,"<table><tr><td>Authors:</td><td>andrew, r; canadell, jg; cho, y; ciais, p; cowie, a; creutzig, f; davis, sj; edmonds, j; friedlingstein, p; fuss, s; gabrielle, b; gasser, t; grubler, a; heidug, wk; jackson, rb; jonas, m; jones, cd; kato, e; kraxner, f; krey, v; kriegler, e; littleton, e; lowe, j; mccollum, d; milne, j; minx, j; moreira, jr; nakicenovic, n; obersteiner, m; patwardhan, a; peters, g; rogelj, j; rogner, m; rubin, e; sharifi, a; shrestha, g; smith, p; torvanger, a; van vuuren, dp; yamagata, y</td></tr><tr><td>Title:</td><td>biophysical and economic limits to negative co2 emissions</td></tr><tr><td>Source:</td><td>nature climate change, 6(1), 42-50</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1038/nclimate2870
263,bozzi (2015),,172,3,2015,125,3,6,"<table><tr><td>Authors:</td><td>bozzi, e; genesio, l; miglietta, f; pieri, m; toscano, p</td></tr><tr><td>Title:</td><td>mimicking biochar-albedo feedback in complex mediterranean agricultural landscapes</td></tr><tr><td>Source:</td><td>environmental research letters, 10(8)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/10/8/084014
266,binkley (2016),,425,1,2016,258,1,1,"<table><tr><td>Authors:</td><td>binkley, d; cook, rl; stape, jl</td></tr><tr><td>Title:</td><td>eucalyptus plantation effects on soil carbon after 20 years and three rotations in brazil</td></tr><tr><td>Source:</td><td>forest ecology and management, 359, 92-98</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.foreco.2015.09.035
267,balkovic (2015),,325,5,2015,215,5,2,"<table><tr><td>Authors:</td><td>balkovic, j; bottcher, h; frank, s; havlik, p; obersteiner, m; schmid, e; schneider, ua</td></tr><tr><td>Title:</td><td>the dynamic soil organic carbon mitigation potential of european cropland</td></tr><tr><td>Source:</td><td>global environmental change-human and policy dimensions, 35, 269-278</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.gloenvcha.2015.08.004
268,caldeira (2015),,107,10,2015,84,10,3,"<table><tr><td>Authors:</td><td>caldeira, k; hofmann, m; mathesius, s; schellnhuber, hj</td></tr><tr><td>Title:</td><td>long-term response of oceans to co2 removal from the atmosphere</td></tr><tr><td>Source:</td><td>nature climate change, 5(12), 1107</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1038/nclimate2729
270,bloemertz (2016),,314,3,2016,215,3,2,"<table><tr><td>Authors:</td><td>bloemertz, l; greenwood, p; he, j; hu, yx; kuhn, nj; li, hw</td></tr><tr><td>Title:</td><td>conservation tillage and sustainable intensification of agriculture: regional vs. global benefit analysis</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 216, 155-165</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.agee.2015.10.001
271,sperow (2016),,522,3,2016,201,3,2,"<table><tr><td>Authors:</td><td>sperow, m</td></tr><tr><td>Title:</td><td>estimating carbon sequestration potential on us agricultural topsoils</td></tr><tr><td>Source:</td><td>soil & tillage research, 155, 390-400</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.still.2015.09.006
272,gao (2015),,62,2,2015,57,2,2,"<table><tr><td>Authors:</td><td>gao, p; li, x; li, yx; niu, x</td></tr><tr><td>Title:</td><td>impact of different afforestation systems on soil organic carbon distribution characteristics of limestone mountains</td></tr><tr><td>Source:</td><td>polish journal of environmental studies, 24(6), 2543-2552</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",
273,cheng (2016),,138,18,2016,106,18,2,"<table><tr><td>Authors:</td><td>cheng, xl; deng, q; hui, df; li, m; zhang, q; zhang, qf</td></tr><tr><td>Title:</td><td>soil microbial community and its interaction with soil carbon and nitrogen dynamics following afforestation in central china</td></tr><tr><td>Source:</td><td>science of the total environment, 541, 230-237</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.scitotenv.2015.09.080
274,bowman (2015),,422,2,2015,233,2,1,"<table><tr><td>Authors:</td><td>bowman, djms; davidson, nj; hovenden, mj; nichols, sc; paul, ki; prior, ld</td></tr><tr><td>Title:</td><td>evaluating carbon storage in restoration plantings in the tasmanian midlands, a highly modified agricultural landscape</td></tr><tr><td>Source:</td><td>rangeland journal, 37(5), 477-488</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1071/rj15070
275,fang (2016),,547,3,2016,157,3,4,"<table><tr><td>Authors:</td><td>fang, mx; huang, h; liu, j; luo, zy; wang, t</td></tr><tr><td>Title:</td><td>preparation and kinetics of a heterogeneous sorbent for co2 capture from the atmosphere</td></tr><tr><td>Source:</td><td>chemical engineering journal, 284, 679-686</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.cej.2015.09.009
276,ahmadi (2016),,55,1,2016,52,1,1,"<table><tr><td>Authors:</td><td>ahmadi, k; bakhtiarvand-bakhtiari, s; sohrabi, h</td></tr><tr><td>Title:</td><td>above- and below-ground biomass and carbon stocks of different tree plantations in central iran</td></tr><tr><td>Source:</td><td>journal of arid land, 8(1), 138-145</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1007/s40333-015-0087-z
277,guo (2015),,185,2,2015,119,2,1,"<table><tr><td>Authors:</td><td>guo, zd; li, xr; peng, ss; piao, sl; sun, zz</td></tr><tr><td>Title:</td><td>changes in forest biomass over china during the 2000s and implications for management</td></tr><tr><td>Source:</td><td>forest ecology and management, 357, 76-83</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.foreco.2015.08.013
278,jones (2015),,1095,15,2015,190,15,4,"<table><tr><td>Authors:</td><td>jones, cw; sakwa-novak, ma; tan, s</td></tr><tr><td>Title:</td><td>role of additives in composite pei/oxide co2 adsorbents: enhancement in the amine efficiency of supported pei by peg in co2 capture from simulated ambient air</td></tr><tr><td>Source:</td><td>acs applied materials & interfaces, 7(44), 24748-24759</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1021/acsami.5b07545
279,certini (2015),,373,3,2015,221,3,2,"<table><tr><td>Authors:</td><td>certini, g; forte, c; shrestha, bm; singh, br</td></tr><tr><td>Title:</td><td>long-term effects of tillage, nutrient application and crop rotation on soil organic matter quality assessed by nmr spectroscopy</td></tr><tr><td>Source:</td><td>soil use and management, 31(3), 358-366</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1111/sum.12198
280,coulston (2015),,74,2,2015,55,2,1,"<table><tr><td>Authors:</td><td>coulston, jw; wear, dn</td></tr><tr><td>Title:</td><td>from sink to source: regional variation in us forest carbon futures</td></tr><tr><td>Source:</td><td>scientific reports, 5</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1038/srep16518
281,fragkos (2015),,116,7,2015,78,7,3,"<table><tr><td>Authors:</td><td>fragkos, p; marcucci, a</td></tr><tr><td>Title:</td><td>drivers of regional decarbonization through 2100: a multi-model decomposition analysis</td></tr><tr><td>Source:</td><td>energy economics, 51, 111-124</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.eneco.2015.06.009
282,aracil (2015),,251,1,2015,107,1,3,"<table><tr><td>Authors:</td><td>aracil, c; haro, p; ollero, p; vidal-barrero, f</td></tr><tr><td>Title:</td><td>rewarding of extra-avoided ghg emissions in thermochemical biorefineries incorporating bio-ccs</td></tr><tr><td>Source:</td><td>applied energy, 157, 255-266</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.apenergy.2015.08.020
283,abad (2016),,76,5,2016,50,5,3,"<table><tr><td>Authors:</td><td>abad, a; adanez, j; de diego, lf; garcia-diez, e; garcia-labiano, f; gayan, p; serrano, a</td></tr><tr><td>Title:</td><td>bioethanol combustion with co2 capture in a 1 kw(th) chemical looping combustion prototype: suitability of the oxygen carrier</td></tr><tr><td>Source:</td><td>chemical engineering journal, 283, 1405-1413</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.cej.2015.08.085
284,brunner (2016),,1004,3,2016,167,3,4,"<table><tr><td>Authors:</td><td>brunner, s; gebald, c; steinfeld, a; wurzbacher, ja</td></tr><tr><td>Title:</td><td>heat and mass transfer of temperature-vacuum swing desorption for co2 capture from air</td></tr><tr><td>Source:</td><td>chemical engineering journal, 283, 1329-1338</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.cej.2015.08.035
285,cui (2016),,625,12,2016,120,12,4,"<table><tr><td>Authors:</td><td>cui, s; fan, mh; kong, y; shen, xd; yang, m</td></tr><tr><td>Title:</td><td>dynamic capture of low-concentration co2 on amine hybrid silsesquioxane aerogel</td></tr><tr><td>Source:</td><td>chemical engineering journal, 283, 1059-1068</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.cej.2015.08.034
286,justine (2015),,345,3,2015,249,3,1,"<table><tr><td>Authors:</td><td>justine, mf; khan, mn; tan, b; wu, fz; yang, wq; zhao, yy</td></tr><tr><td>Title:</td><td>biomass stock and carbon sequestration in a chronosequence of pinus massoniana plantations in the upper reaches of the yangtze river</td></tr><tr><td>Source:</td><td>forests, 6(10), 3665-3682</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.3390/f6103665
287,bali (2015),,997,4,2015,152,4,4,"<table><tr><td>Authors:</td><td>bali, s; jones, cw; sakwa-novak, ma</td></tr><tr><td>Title:</td><td>potassium incorporated alumina based co2 capture sorbents: comparison with supported amine sorbents under ultra-dilute capture conditions</td></tr><tr><td>Source:</td><td>colloids and surfaces a-physicochemical and engineering aspects, 486, 78-85</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.colsurfa.2015.09.020
288,andirova (2015),,378,9,2015,110,9,4,"<table><tr><td>Authors:</td><td>andirova, d; choi, sh; lei, y; zhao, xd</td></tr><tr><td>Title:</td><td>functionalization of metal-organic frameworks for enhanced stability under humid carbon dioxide capture conditions</td></tr><tr><td>Source:</td><td>chemsuschem, 8(20), 3405-3409</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1002/cssc.201500580
289,ghaley (2014),,153,4,2014,141,4,2,"<table><tr><td>Authors:</td><td>ghaley, bb; porter, jr</td></tr><tr><td>Title:</td><td>ecosystem function and service quantification and valuation in a conventional winter wheat production system with daisy model in denmark</td></tr><tr><td>Source:</td><td>ecosystem services, 10, 79-83</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.ecoser.2014.09.010
290,cheng (2015),,521,3,2015,314,3,2,"<table><tr><td>Authors:</td><td>cheng, k; joseph, s; li, lq; liu, yl; pan, gx; wang, p; zhang, xh; zheng, jf; zheng, jw</td></tr><tr><td>Title:</td><td>long-term rice cultivation stabilizes soil organic carbon and promotes soil microbial activity in a salt marsh derived soil chronosequence</td></tr><tr><td>Source:</td><td>scientific reports, 5</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1038/srep15704
291,chaikittisilp (2015),,1012,21,2015,150,21,4,"<table><tr><td>Authors:</td><td>chaikittisilp, w; choi, s; didas, sa; jones, cw</td></tr><tr><td>Title:</td><td>amine-oxide hybrid materials for co2 capture from ambient air</td></tr><tr><td>Source:</td><td>accounts of chemical research, 48(10), 2680-2687</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1021/acs.accounts.5b00284
292,chen (2015),,726,4,2015,345,4,2,"<table><tr><td>Authors:</td><td>chen, f; lal, r; liu, sl; pu, c; xue, jf; zhang, hl; zhang, r; zhang, xq; zhao, x</td></tr><tr><td>Title:</td><td>management-induced changes to soil organic carbon in china: a meta-analysis</td></tr><tr><td>Source:</td><td>advances in agronomy, vol 134, 134, 1-50</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/bs.agron.2015.06.002
293,gale (2015),,315,16,2015,95,16,6,"<table><tr><td>Authors:</td><td>gale, n; thomas, sc</td></tr><tr><td>Title:</td><td>biochar and forest restoration: a review and meta-analysis of tree growth responses</td></tr><tr><td>Source:</td><td>new forests, 46(5-6), 931-946</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1007/s11056-015-9491-7
294,lu (2015),,561,5,2015,253,5,2,"<table><tr><td>Authors:</td><td>lu, f</td></tr><tr><td>Title:</td><td>how can straw incorporation management impact on soil carbon storage? a meta-analysis</td></tr><tr><td>Source:</td><td>mitigation and adaptation strategies for global change, 20(8), 1545-1568</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1007/s11027-014-9564-5
295,albertini (2015),,54,0,2015,43,0,2,"<table><tr><td>Authors:</td><td>albertini, tz; barioni, lg; eory, v; fernandes, fa; moran, d; silva, rd; topp, cfe</td></tr><tr><td>Title:</td><td>developing a nationally appropriate mitigation measure from the greenhouse gas ghg abatement potential from livestock production in the brazilian cerrado</td></tr><tr><td>Source:</td><td>agricultural systems, 140, 48-55</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.agsy.2015.08.011
296,daioglou (2015),,275,5,2015,129,5,3,"<table><tr><td>Authors:</td><td>daioglou, v; faaij, apc; van vuuren, dp; wicke, b</td></tr><tr><td>Title:</td><td>competing uses of biomass for energy and chemicals: implications for long-term global co2 mitigation potential</td></tr><tr><td>Source:</td><td>global change biology bioenergy, 7(6), 1321-1334</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1111/gcbb.12228
297,hoffland (2015),,656,14,2015,251,14,6,"<table><tr><td>Authors:</td><td>hoffland, e; jeffery, s; kuyper, tw; sagrilo, e</td></tr><tr><td>Title:</td><td>emission of co2 from biochar-amended soils and implications for soil organic carbon</td></tr><tr><td>Source:</td><td>global change biology bioenergy, 7(6), 1294-1304</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1111/gcbb.12234
298,bond (2015),,127,23,2015,95,23,1,"<table><tr><td>Authors:</td><td>bond, wj; buisson, e; durigan, g; fernandes, gw; le stradic, s; mahy, g; negreiros, d; overbeck, ge; putz, fe; veldman, jw</td></tr><tr><td>Title:</td><td>where tree planting and forest expansion are bad for biodiversity and ecosystem services</td></tr><tr><td>Source:</td><td>bioscience, 65(10), 1011-1018</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1093/biosci/biv118
299,cullen (2015),,320,1,2015,241,1,2,"<table><tr><td>Authors:</td><td>cullen, br; eckard, rj; johnson, ir; meyer, r</td></tr><tr><td>Title:</td><td>process modelling to assess the sequestration and productivity benefits of soil carbon for pasture</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 213, 272-280</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.agee.2015.07.024
300,ashina (2015),,62,10,2015,46,10,3,"<table><tr><td>Authors:</td><td>ashina, s; koberle, a; lucena, a; martinez, sh; rochedo, p; schaeffer, r; szklo, a; van vuuren, dp</td></tr><tr><td>Title:</td><td>possible energy futures for brazil and latin america in conservative and stringent mitigation pathways up to 2050</td></tr><tr><td>Source:</td><td>technological forecasting and social change, 98, 186-210</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.techfore.2015.05.006
301,hitch (2015),,23,5,2015,13,5,3,"<table><tr><td>Authors:</td><td>hitch, m; li, jj</td></tr><tr><td>Title:</td><td>ultra-fine grinding and mechanical activation of mine waste rock using a high-speed stirred mill for mineral carbonation</td></tr><tr><td>Source:</td><td>international journal of minerals metallurgy and materials, 22(10), 1005-1016</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1007/s12613-015-1162-3
302,cui (2015),,414,0,2015,266,0,1,"<table><tr><td>Authors:</td><td>cui, xf; he, b; miao, lj; wu, zt</td></tr><tr><td>Title:</td><td>carbon sequestration from china's afforestation projects</td></tr><tr><td>Source:</td><td>environmental earth sciences, 74(7), 5491-5499</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1007/s12665-015-4559-4
303,raghubanshi (2015),,276,6,2015,230,6,2,"<table><tr><td>Authors:</td><td>raghubanshi, as; singh, r; srivastava, p; tripathi, sn</td></tr><tr><td>Title:</td><td>soil carbon efflux and sequestration as a function of relative availability of inorganic n pools in dry tropical agroecosystem</td></tr><tr><td>Source:</td><td>applied soil ecology, 96, 1-6</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.apsoil.2015.04.019
304,domec (2015),,670,19,2015,336,19,1,"<table><tr><td>Authors:</td><td>domec, jc; epron, d; fox, t; king, js; mcnulty, sg; noormets, a; sun, g</td></tr><tr><td>Title:</td><td>effects of forest management on productivity and carbon sequestration: a review and hypothesis</td></tr><tr><td>Source:</td><td>forest ecology and management, 355, 124-140</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.foreco.2015.05.019
306,kemper (2015),,1177,18,2015,441,18,3,"<table><tr><td>Authors:</td><td>kemper, j</td></tr><tr><td>Title:</td><td>biomass and carbon dioxide capture and storage: a review</td></tr><tr><td>Source:</td><td>international journal of greenhouse gas control, 40, 401-430</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.ijggc.2015.06.012
307,holewinski (2015),,364,15,2015,91,15,4,"<table><tr><td>Authors:</td><td>holewinski, a; jones, cw; sakwa-novak, ma</td></tr><tr><td>Title:</td><td>linking co2 sorption performance to polymer morphology in aminopolymer/silica composites through neutron scattering</td></tr><tr><td>Source:</td><td>journal of the american chemical society, 137(36), 11749-11759</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1021/jacs.5b06823
308,clybume (2015),,292,3,2015,137,3,4,"<table><tr><td>Authors:</td><td>clybume, jac; doyle, ka; land, ma; murphy, lj; paula, za; robertson, kn</td></tr><tr><td>Title:</td><td>characterization of a new ionic liquid and its use for co2 capture from ambient air: studies on solutions of diethylenetriamine (deta) and [detah]no3 in polyethylene glycol</td></tr><tr><td>Source:</td><td>industrial & engineering chemistry research, 54(36), 8829-8841</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1021/acs.iecr.5b01328
309,barthold (2015),,182,10,2015,118,10,2,"<table><tr><td>Authors:</td><td>barthold, f; kogel-knabner, i; munro, s; schad, p; steffens, m; wiesmeier, m</td></tr><tr><td>Title:</td><td>carbon storage capacity of semi-arid grassland soils and sequestration potentials in northern china</td></tr><tr><td>Source:</td><td>global change biology, 21(10), 3836-3845</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1111/gcb.12957
310,barthes (2015),,665,10,2015,323,10,2,"<table><tr><td>Authors:</td><td>barthes, bg; bernoux, m; cardinael, r; chenu, c; chevallier, t; dupraz, c; parent, t; saby, npa</td></tr><tr><td>Title:</td><td>impact of alley cropping agroforestry on stocks, forms and spatial distribution of soil organic carbon - a case study in a mediterranean context</td></tr><tr><td>Source:</td><td>geoderma, 259, 288-299</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.geoderma.2015.06.015
311,barton (2015),,63,2,2015,56,2,1,"<table><tr><td>Authors:</td><td>barton, ps; gillen, j; macdonald, bct; manning, ad; newport, j; tuomi, s</td></tr><tr><td>Title:</td><td>can coarse woody debris be used for carbon storage in open grazed woodlands?</td></tr><tr><td>Source:</td><td>journal of environmental quality, 44(4), 1210-1215</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.2134/jeq2014.10.0445
313,apollaro (2015),,193,3,2015,78,3,3,"<table><tr><td>Authors:</td><td>apollaro, c; critelli, t; de rosa, r; marini, l; mavromatis, v; oelkers, eh; rinder, t; schott, j</td></tr><tr><td>Title:</td><td>dissolution rate of antigorite from a whole-rock experimental study of serpentinite dissolution from 2 < ph < 9 at 25 degrees c: implications for carbon mitigation via enhanced serpentinite weathering</td></tr><tr><td>Source:</td><td>applied geochemistry, 61, 259-271</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.apgeochem.2015.06.004
