id,label,timeset,grain for green,weight<links>,weight<citations>,cluster,url,score<pub._year>,green town,score<norm._citations>,diverging incentives for afforestation from carbon sequestration: an economic analysis of the eu afforestation program in the south of italy,beijing-tianjin sandstorm source control,weight<norm._citations>,weight<total_link_strength>,stimulated,score<citations>,description
450.0,czaun (2016),,,121.0,4.0,6.0,http://dx.doi.org/10.1039/c6gc01165a,2016.0,,1.2571,,,1.2571,233.0,,4.0,"<table><tr><td>Authors:</td><td>czaun, m; goeppert, a; kothandaraman, j; olah, ga; prakash, gks</td></tr><tr><td>Title:</td><td>co2 capture by amines in aqueous media and its subsequent conversion to formate with reusable ruthenium and iron catalysts</td></tr><tr><td>Source:</td><td>green chemistry, 18(21), 5831-5838</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
451.0,cui (2016),,,153.0,4.0,6.0,http://dx.doi.org/10.1016/j.cej.2016.07.092,2016.0,,1.2571,,,1.2571,590.0,,4.0,"<table><tr><td>Authors:</td><td>cui, s; jiang, gd; kong, y; shen, xd; wu, y</td></tr><tr><td>Title:</td><td>amine hybrid aerogel for high-efficiency co2 capture: effect of amine loading and co2 concentration</td></tr><tr><td>Source:</td><td>chemical engineering journal, 306, 362-368</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
452.0,assoumou (2016),,,35.0,0.0,3.0,http://dx.doi.org/10.1016/j.energy.2016.06.146,2016.0,,0.0,,,0.0,42.0,,0.0,"<table><tr><td>Authors:</td><td>assoumou, e; hugues, p; maizi, n</td></tr><tr><td>Title:</td><td>assessing ghg mitigation and associated cost of french biofuel sector: insights from a times model</td></tr><tr><td>Source:</td><td>energy, 113, 288-300</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
454.0,huck (2016),,,109.0,3.0,6.0,http://dx.doi.org/10.1039/c6fd00031b,2016.0,,0.9429,,,0.9429,260.0,,3.0,"<table><tr><td>Authors:</td><td>huck, jm; joos, l; smit, b; van speybroeck, v</td></tr><tr><td>Title:</td><td>cutting the cost of carbon capture: a case for carbon capture and utilization</td></tr><tr><td>Source:</td><td>faraday discussions, 192, 391-414</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
455.0,fajardy (2016),,,78.0,3.0,3.0,http://dx.doi.org/10.1039/c6fd00051g,2016.0,,0.9429,,,0.9429,91.0,,3.0,"<table><tr><td>Authors:</td><td>fajardy, m; mac dowell, n</td></tr><tr><td>Title:</td><td>on the potential for beccs efficiency improvement through heat recovery from both post-combustion and oxy-combustion facilities</td></tr><tr><td>Source:</td><td>faraday discussions, 192, 241-250</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
456.0,li (2016),,,99.0,0.0,7.0,http://dx.doi.org/10.1038/srep35984,2016.0,,0.0,,,0.0,166.0,,0.0,"<table><tr><td>Authors:</td><td>li, jr; meng, zj; olshevski, s; ravi, s; sharratt, bs; zhang, jg</td></tr><tr><td>Title:</td><td>particulate matter emissions from biochar-amended soils as a potential tradeoff to the negative emission potential</td></tr><tr><td>Source:</td><td>scientific reports, 6</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
457.0,aller (2016),,,136.0,0.0,7.0,http://dx.doi.org/10.1080/10643389.2016.1212368,2016.0,,0.0,,,0.0,950.0,,0.0,"<table><tr><td>Authors:</td><td>aller, mf</td></tr><tr><td>Title:</td><td>biochar properties: transport, fate, and impact</td></tr><tr><td>Source:</td><td>critical reviews in environmental science and technology, 46(14-15), 1183-1296</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
458.0,lee (2016),,,189.0,2.0,3.0,http://dx.doi.org/10.1038/ncomms13160,2016.0,,0.6286,,,0.6286,393.0,,2.0,"<table><tr><td>Authors:</td><td>lee, dr; lehmann, j; woolf, d</td></tr><tr><td>Title:</td><td>optimal bioenergy power generation for climate change mitigation with or without carbon sequestration</td></tr><tr><td>Source:</td><td>nature communications, 7</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
459.0,abad (2016),,,16.0,3.0,3.0,http://dx.doi.org/10.1002/ente.201500458,2016.0,,0.9429,,,0.9429,31.0,,3.0,"<table><tr><td>Authors:</td><td>abad, a; adanez, j; adanez-rubio, i; de diego, lf; garcia-labiano, f; gayan, p; mendiara, t</td></tr><tr><td>Title:</td><td>process comparison for biomass combustion: insitu gasification-chemical looping combustion (ig-clc) versus chemical looping with oxygen uncoupling (clou)</td></tr><tr><td>Source:</td><td>energy technology, 4(10), 1130-1136</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
460.0,bai (2016),,,243.0,1.0,1.0,http://dx.doi.org/10.1016/j.catena.2016.07.039,2016.0,,0.3143,,,0.3143,385.0,,1.0,"<table><tr><td>Authors:</td><td>bai, zk; niu, sy; wang, hq; wang, yz; yuan, y; zhao, zq</td></tr><tr><td>Title:</td><td>reclamation patterns vary carbon sequestration by trees and soils in an opencast coal mine, china</td></tr><tr><td>Source:</td><td>catena, 147, 404-410</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
461.0,chen (2016),,,198.0,1.0,1.0,http://dx.doi.org/10.1016/j.catena.2016.07.009,2016.0,,0.3143,,,0.3143,397.0,,1.0,"<table><tr><td>Authors:</td><td>chen, lf; du, j; he, zb; li, j; yang, jj; zhu, x</td></tr><tr><td>Title:</td><td>impacts of afforestation on plant diversity, soil properties, and soil organic carbon storage in a semi-arid grassland of northwestern china</td></tr><tr><td>Source:</td><td>catena, 147, 300-307</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
462.0,didas (2016),,,257.0,31.0,6.0,http://dx.doi.org/10.1021/acs.chemrev.6b00173,2016.0,,9.7429,,,9.7429,2208.0,,31.0,"<table><tr><td>Authors:</td><td>didas, sa; jones, cw; murdock, cr; sanz-perez, es</td></tr><tr><td>Title:</td><td>direct capture of co2 from ambient air</td></tr><tr><td>Source:</td><td>chemical reviews, 116(19), 11840-11876</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
463.0,he (2016),,,61.0,4.0,1.0,http://dx.doi.org/10.3390/f7090200,2016.0,,1.2571,,,1.2571,79.0,,4.0,"<table><tr><td>Authors:</td><td>he, xy; lv, hl; wang, wj; xiao, l; zhang, b; zhou, w</td></tr><tr><td>Title:</td><td>quantifying tree and soil carbon stocks in a temperate urban forest in northeast china</td></tr><tr><td>Source:</td><td>forests, 7(9)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
464.0,canadell (2016),,,72.0,2.0,3.0,http://dx.doi.org/10.1088/1748-9326/11/9/095012,2016.0,,0.6286,,,0.6286,128.0,,2.0,"<table><tr><td>Authors:</td><td>canadell, jg; ciais, p; cowie, a; davis, sj; friedlingstein, p; gasser, t; jackson, rb; jonas, m; jones, cd; kriegler, e; littleton, e; lowe, ja; milne, j; peters, gp; rogelj, j; shrestha, g; smith, p; torvanger, a; van vuuren, dp; wiltshire, a</td></tr><tr><td>Title:</td><td>simulating the earth system response to negative emissions</td></tr><tr><td>Source:</td><td>environmental research letters, 11(9)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
465.0,cheng (2016),,,9.0,0.0,2.0,http://dx.doi.org/10.1016/j.ecoleng.2016.06.101,2016.0,,0.0,,,0.0,9.0,,0.0,"<table><tr><td>Authors:</td><td>cheng, fy; dong, yh; liu, sl; yin, yj; zhang, yq</td></tr><tr><td>Title:</td><td>variation of soil organic carbon and land use in a dry valley in sichuan province, southwestern china</td></tr><tr><td>Source:</td><td>ecological engineering, 95, 501-504</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
466.0,peng (2016),,,317.0,2.0,1.0,http://dx.doi.org/10.1007/s11104-016-2889-y,2016.0,,0.6286,,,0.6286,689.0,,2.0,"<table><tr><td>Authors:</td><td>peng, ch; shi, sw; wang, m; xi, tt; yang, g; yang, yz; zhang, tl; zhu, qa</td></tr><tr><td>Title:</td><td>a global meta-analysis of changes in soil carbon, nitrogen, phosphorus and sulfur, and stoichiometric shifts after forestation</td></tr><tr><td>Source:</td><td>plant and soil, 407(1-2), 323-340</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
467.0,boudouresque (2016),,,16.0,3.0,1.0,http://dx.doi.org/10.1007/s10750-015-2333-y,2016.0,,0.9429,,,0.9429,23.0,,3.0,"<table><tr><td>Authors:</td><td>boudouresque, cf; pergent, g; pergent-martini, c; ruitton, s; thibaut, t; verlaque, m</td></tr><tr><td>Title:</td><td>the necromass of the posidonia oceanica seagrass meadow: fate, role, ecosystem services and vulnerability</td></tr><tr><td>Source:</td><td>hydrobiologia, 781(1), 25-42</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
468.0,fealy (2016),,,1.0,0.0,3.0,http://dx.doi.org/10.1016/j.landusepol.2016.07.028,2016.0,,0.0,,,0.0,1.0,,0.0,"<table><tr><td>Authors:</td><td>fealy, r; gutzler, c; o'sullivan, l; schulte, rpo; valujeva, k</td></tr><tr><td>Title:</td><td>the challenge of managing soil functions at multiple scales: an optimisation study of the synergistic and antagonistic trade-offs between soil functions in ireland</td></tr><tr><td>Source:</td><td>land use policy, 58, 335-347</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
469.0,darunte (2016),,,136.0,7.0,6.0,http://dx.doi.org/10.1021/acssuschemeng.6b01692,2016.0,,2.2,,,2.2,713.0,,7.0,"<table><tr><td>Authors:</td><td>darunte, la; jones, cw; oetomo, ad; sholl, ds; walton, ks</td></tr><tr><td>Title:</td><td>direct air capture of co2 using amine functionalized mil-101(cr)</td></tr><tr><td>Source:</td><td>acs sustainable chemistry & engineering, 4(10), 5761-5768</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
470.0,dinsdale (2016),,,1.0,1.0,5.0,http://dx.doi.org/10.1016/j.biortech.2016.06.115,2016.0,,0.3143,,,0.3143,1.0,,1.0,"<table><tr><td>Authors:</td><td>dinsdale, r; guwy, a; jones, rj; massanet-nicolau, j; mulder, mjj; premier, g</td></tr><tr><td>Title:</td><td>maximising biohydrogen yields via continuous electrochemical hydrogen removal and carbon dioxide scrubbing</td></tr><tr><td>Source:</td><td>bioresource technology, 218, 512-517</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
471.0,choi (2016),,,122.0,3.0,6.0,http://dx.doi.org/10.1038/ncomms12640,2016.0,,0.9429,,,0.9429,643.0,,3.0,"<table><tr><td>Authors:</td><td>choi, m; choi, w; jeon, j; kim, c; ko, ys; min, k; park, yk; seo, h</td></tr><tr><td>Title:</td><td>epoxide-functionalization of polyethyleneimine for synthesis of stable carbon dioxide adsorbent in temperature swing adsorption</td></tr><tr><td>Source:</td><td>nature communications, 7</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
472.0,cui (2016),,,65.0,1.0,6.0,http://dx.doi.org/10.1039/c6qo00328a,2016.0,,0.3143,,,0.3143,80.0,,1.0,"<table><tr><td>Authors:</td><td>cui, fh; liang, y; pan, ym; su, sx; wang, hs; xu, yl</td></tr><tr><td>Title:</td><td>capture of co2 in air for 4,5-disubstituted furan-2(5h)-ones</td></tr><tr><td>Source:</td><td>organic chemistry frontiers, 3(10), 1304-1308</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
473.0,chen (2016),,,89.0,16.0,6.0,http://dx.doi.org/10.1039/c6sc00836d,2016.0,,5.0286,,,5.0286,257.0,,16.0,"<table><tr><td>Authors:</td><td>chen, xm; chen, xw; ji, hb; liao, pq; liu, sy; li, xy; rui, zb; tang, mn; xu, yt; zhang, jp</td></tr><tr><td>Title:</td><td>putting an ultrahigh concentration of amine groups into a metal-organic framework for co2 capture at low pressures</td></tr><tr><td>Source:</td><td>chemical science, 7(10), 6528-6533</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
474.0,ju (2016),,,81.0,2.0,1.0,http://dx.doi.org/10.1088/1748-9326/11/9/094010,2016.0,,0.6286,,,0.6286,141.0,,2.0,"<table><tr><td>Authors:</td><td>ju, wm; liu, yb; xiao, jf; xu, k; zhao, yt; zhou, yl</td></tr><tr><td>Title:</td><td>recent trends in vegetation greenness in china significantly altered annual evapotranspiration and water yield</td></tr><tr><td>Source:</td><td>environmental research letters, 11(9)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
475.0,calvin (2016),,,116.0,4.0,3.0,http://dx.doi.org/10.1088/1748-9326/11/9/095004,2016.0,,1.2571,,,1.2571,235.0,,4.0,"<table><tr><td>Authors:</td><td>calvin, k; edmonds, j; kyle, p; muratori, m; wise, m</td></tr><tr><td>Title:</td><td>global economic consequences of deploying bioenergy with carbon capture and storage (beccs)</td></tr><tr><td>Source:</td><td>environmental research letters, 11(9)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
476.0,gough (2016),,,144.0,1.0,3.0,http://dx.doi.org/10.1088/1748-9326/11/9/095003,2016.0,,0.3143,,,0.3143,259.0,,1.0,"<table><tr><td>Authors:</td><td>gough, c; vaughan, ne</td></tr><tr><td>Title:</td><td>expert assessment concludes negative emissions scenarios may not deliver</td></tr><tr><td>Source:</td><td>environmental research letters, 11(9)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
477.0,dev (2016),,,93.0,0.0,2.0,,2016.0,,0.0,,,0.0,178.0,,0.0,"<table><tr><td>Authors:</td><td>dev, i; dhyani, sk; ram, a</td></tr><tr><td>Title:</td><td>potential of agroforestry systems in carbon sequestration in india</td></tr><tr><td>Source:</td><td>indian journal of agricultural sciences, 86(9), 1103-1112</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"
478.0,choi (2015),,,194.0,13.0,7.0,http://dx.doi.org/10.1016/j.ecolind.2014.06.043,2015.0,,1.828,,,1.828,453.0,,13.0,"<table><tr><td>Authors:</td><td>choi, y; kong, fb; kung, cc</td></tr><tr><td>Title:</td><td>pyrolysis and biochar potential using crop residues and agricultural wastes in china</td></tr><tr><td>Source:</td><td>ecological indicators, 51, 139-145</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
479.0,chen (2015),,,79.0,15.0,6.0,http://dx.doi.org/10.1007/s10450-015-9655-y,2015.0,,2.1092,,,2.1092,130.0,,15.0,"<table><tr><td>Authors:</td><td>chen, t; deng, sb; huang, j; hu, by; wang, b; wang, yj; yu, g</td></tr><tr><td>Title:</td><td>activated carbons prepared from peanut shell and sunflower seed shell for high co2 adsorption</td></tr><tr><td>Source:</td><td>adsorption-journal of the international adsorption society, 21(1-2), 125-133</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
480.0,brandani (2015),,,62.0,0.0,6.0,http://dx.doi.org/10.1016/j.ces.2015.01.001,2015.0,,0.0,,,0.0,81.0,,0.0,"<table><tr><td>Authors:</td><td>brandani, s; farooq, s; ruthven, dm</td></tr><tr><td>Title:</td><td>work of separation in co2 capture: applicability of the value function</td></tr><tr><td>Source:</td><td>chemical engineering science, 126, 604-607</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
481.0,lee (2015),,,219.0,2.0,2.0,http://dx.doi.org/10.1007/s11355-013-0235-6,2015.0,,0.2812,,,0.2812,301.0,,2.0,"<table><tr><td>Authors:</td><td>lee, dk; park, c; tomlin, d</td></tr><tr><td>Title:</td><td>effects of land-use-change scenarios on terrestrial carbon stocks in south korea</td></tr><tr><td>Source:</td><td>landscape and ecological engineering, 11(1), 47-59</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
482.0,bavay (2015),,,111.0,6.0,1.0,http://dx.doi.org/10.5194/bg-12-467-2015,2015.0,,0.8437,,,0.8437,182.0,,6.0,"<table><tr><td>Authors:</td><td>bavay, m; bebi, p; davin, e; hagedorn, f; husler, f; lehning, m; schneebeli, m; schwaab, j; thurig, e</td></tr><tr><td>Title:</td><td>carbon storage versus albedo change: radiative forcing of forest expansion in temperate mountainous regions of switzerland</td></tr><tr><td>Source:</td><td>biogeosciences, 12(2), 467-487</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
483.0,kaneko (2015),,,151.0,12.0,2.0,http://dx.doi.org/10.1016/j.agee.2014.09.011,2015.0,,1.6874,,,1.6874,187.0,,12.0,"<table><tr><td>Authors:</td><td>kaneko, n; komatsuzaki, m; ueno, h; yagioka, a</td></tr><tr><td>Title:</td><td>effect of no-tillage with weed cover mulching versus conventional tillage on global warming potential and nitrate leaching</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 200, 42-53</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
484.0,garcia (2015),,,59.0,7.0,3.0,http://dx.doi.org/10.1016/j.rser.2014.11.062,2015.0,,0.9843,,,0.9843,76.0,,7.0,"<table><tr><td>Authors:</td><td>garcia, ca; ghilardi, a; islas, j; manzini, f; masera, o; riegelhaupt, e; skutsch, m</td></tr><tr><td>Title:</td><td>sustainable bioenergy options for mexico: ghg mitigation and costs</td></tr><tr><td>Source:</td><td>renewable & sustainable energy reviews, 43, 545-552</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
485.0,xiao (2014),," program on the loess plateau in china</td></tr><tr><td>Source:</td><td>journal of geophysical research-biogeosciences, 119(12), 2261-2275</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",122.0,22.0,1.0,http://dx.doi.org/10.1002/2014jg002820,2014.0,,1.9627,,,1.9627,203.0,,22.0,"<table><tr><td>Authors:</td><td>xiao, jf</td></tr><tr><td>Title:</td><td>satellite evidence for significant biophysical consequences of the "
486.0,allen (2015),,,23.0,2.0,1.0,http://dx.doi.org/10.1016/j.biocon.2014.11.002,2015.0,,0.2812,,,0.2812,41.0,,2.0,"<table><tr><td>Authors:</td><td>allen, rb; burrows, le; carswell, fe; mason, nwh; overton, jm; price, r</td></tr><tr><td>Title:</td><td>restricting new forests to conservation lands severely constrains carbon and biodiversity gains in new zealand</td></tr><tr><td>Source:</td><td>biological conservation, 181, 206-218</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
487.0,gunn (2015),,,24.0,5.0,1.0,http://dx.doi.org/10.1111/rec.12153,2015.0,,0.7031,,,0.7031,28.0,,5.0,"<table><tr><td>Authors:</td><td>gunn, j; matzek, v; puleston, c</td></tr><tr><td>Title:</td><td>can carbon credits fund riparian forest restoration?</td></tr><tr><td>Source:</td><td>restoration ecology, 23(1), 7-14</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
488.0,juang (2015),,,24.0,20.0,6.0,http://dx.doi.org/10.1016/j.seppur.2014.11.018,2015.0,,2.8123,,,2.8123,25.0,,20.0,"<table><tr><td>Authors:</td><td>juang, rs; tseng, rl; wu, fc</td></tr><tr><td>Title:</td><td>adsorption of co2 at atmospheric pressure on activated carbons prepared from melamine-modified phenol-formaldehyde resins</td></tr><tr><td>Source:</td><td>separation and purification technology, 140, 53-60</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
489.0,komarov (2015),,,40.0,5.0,1.0,http://dx.doi.org/10.1139/cjfr-2014-0120,2015.0,,0.7031,,,0.7031,41.0,,5.0,"<table><tr><td>Authors:</td><td>komarov, a; linkosalo, t; makela, a; makipaa, r</td></tr><tr><td>Title:</td><td>mitigation of climate change with biomass harvesting in norway spruce stands: are harvesting practices carbon neutral?</td></tr><tr><td>Source:</td><td>canadian journal of forest research, 45(2), 217-225</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
490.0,chang (2015),,,54.0,0.0,3.0,http://dx.doi.org/10.1016/j.marchem.2014.10.008,2015.0,,0.0,,,0.0,83.0,,0.0,"<table><tr><td>Authors:</td><td>chang, mh; chen, hy; chou, wc; gong, gc; hsieh, ps; syu, rw; yang, cy</td></tr><tr><td>Title:</td><td>potential impacts of effluent from accelerated weathering of limestone on seawater carbon chemistry: a case study for the hoping power plant in northeastern taiwan</td></tr><tr><td>Source:</td><td>marine chemistry, 168, 27-36</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
491.0,ho (2015),,,30.0,7.0,3.0,http://dx.doi.org/10.1016/j.ijggc.2014.10.017,2015.0,,0.9843,,,0.9843,56.0,,7.0,"<table><tr><td>Authors:</td><td>ho, mt; khorshidi, z; wiley, de</td></tr><tr><td>Title:</td><td>techno-economic evaluation of using biomass-fired auxiliary units for supplying energy requirements of co2 capture in coal-fired power plants</td></tr><tr><td>Source:</td><td>international journal of greenhouse gas control, 32, 24-36</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
492.0,no author data (2015),,,94.0,36.0,7.0,http://dx.doi.org/10.1080/10643389.2014.924180,2015.0,,5.0621,,,5.0621,348.0,,36.0,"<table><tr><td>Title:</td><td>characteristics and applications of biochar for environmental remediation: a review</td></tr><tr><td>Source:</td><td>critical reviews in environmental science and technology, 45(9), 939-969</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
493.0,alperin (2014),,,81.0,2.0,1.0,http://dx.doi.org/10.7717/peerj.388,2014.0,,0.1784,,,0.1784,123.0,,2.0,"<table><tr><td>Authors:</td><td>alperin, m; banerjee, o; benninger, l; bruno, jf; delvecchia, ag; morales, jd</td></tr><tr><td>Title:</td><td>organic carbon inventories in natural and restored ecuadorian mangrove forests</td></tr><tr><td>Source:</td><td>peerj, 2</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
494.0,edmonds (2015),,,76.0,19.0,3.0,http://dx.doi.org/10.1016/j.techfore.2013.09.017,2015.0,,2.6717,,,2.6717,146.0,,19.0,"<table><tr><td>Authors:</td><td>edmonds, j; eom, j; johnson, n; krey, v; longden, t; luderer, g; riahi, k; van vuuren, dp</td></tr><tr><td>Title:</td><td>the impact of near-term climate policy choices on technology and emission transition pathways</td></tr><tr><td>Source:</td><td>technological forecasting and social change, 90, 73-88</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
495.0,bertram (2015),,,157.0,61.0,3.0,http://dx.doi.org/10.1016/j.techfore.2013.09.016,2015.0,,8.5775,,,8.5775,400.0,,61.0,"<table><tr><td>Authors:</td><td>bertram, c; bosetti, v; capros, p; criqui, p; den elzen, m; edenhofer, o; edmonds, j; eom, j; hamdi-cherif, m; isaac, m; johnson, n; kainuma, m; krey, v; kriegler, e; longden, t; luderer, g; mccollum, dl; mejean, a; mima, s; riahi, k; schaeffer, m; turton, h; van vuuren, dp; wada, k</td></tr><tr><td>Title:</td><td>locked into copenhagen pledges - implications of short-term emission targets for the cost and feasibility of long-term climate goals</td></tr><tr><td>Source:</td><td>technological forecasting and social change, 90, 8-23</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
496.0,cao (2014),,,287.0,12.0,1.0,http://dx.doi.org/10.1016/j.catena.2014.01.005,2014.0,,1.0706,," program in china</td></tr><tr><td>Source:</td><td>catena, 118, 186-194</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",1.0706,573.0,,12.0,"<table><tr><td>Authors:</td><td>cao, js; liu, xp; shen, ht; zeng, xh; zhang, wj; zhao, x</td></tr><tr><td>Title:</td><td>changes in soil organic carbon, nitrogen, phosphorus, and bulk density after afforestation of the "
497.0,barzagli (2015),,,35.0,10.0,6.0,http://dx.doi.org/10.1002/cssc.201402421,2015.0,,1.4061,,,1.4061,46.0,,10.0,"<table><tr><td>Authors:</td><td>barzagli, f; lai, s; mani, f</td></tr><tr><td>Title:</td><td>a new class of single-component absorbents for reversible carbon dioxide capture under mild conditions</td></tr><tr><td>Source:</td><td>chemsuschem, 8(1), 184-191</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
499.0,de eyto (2014),,,42.0,5.0,1.0,http://dx.doi.org/10.1016/j.scitotenv.2014.04.091,2014.0,,0.4461,,,0.4461,46.0,,5.0,"<table><tr><td>Authors:</td><td>de eyto, e; dillane, m; jennings, e; poole, r; ryder, e</td></tr><tr><td>Title:</td><td>identifying the role of environmental drivers in organic carbon export from a forested peat catchment</td></tr><tr><td>Source:</td><td>science of the total environment, 490, 28-36</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
500.0,brouwer (2015),,,3.0,11.0,2.0,http://dx.doi.org/10.1016/j.landusepol.2014.09.017,2015.0,,1.5468,,,1.5468,5.0,,11.0,"<table><tr><td>Authors:</td><td>brouwer, r; lienhoop, n</td></tr><tr><td>Title:</td><td>agri-environmental policy valuation: farmers' contract design preferences for afforestation schemes</td></tr><tr><td>Source:</td><td>land use policy, 42, 568-577</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
502.0,kirchner (2014),,,51.0,4.0,1.0,http://dx.doi.org/10.1016/j.ecoleng.2014.09.003,2014.0,,0.3569,,,0.3569,72.0,,4.0,"<table><tr><td>Authors:</td><td>kirchner, a; lindner, a; murray, lt; sattler, d</td></tr><tr><td>Title:</td><td>influence of soil and topography on aboveground biomass accumulation and carbon stocks of afforested pastures in south east brazil</td></tr><tr><td>Source:</td><td>ecological engineering, 73, 126-131</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
503.0,cai (2014),,,331.0,19.0,1.0,http://dx.doi.org/10.1007/s10980-014-0081-4,2014.0,,1.695,,,1.695,548.0,,19.0,"<table><tr><td>Authors:</td><td>cai, ww; chen, jq; chen, y; dong, wj; liu, d; xia, jz; xiao, jf; yuan, wp; zhang, hc</td></tr><tr><td>Title:</td><td>the contribution of china's grain to green program to carbon sequestration</td></tr><tr><td>Source:</td><td>landscape ecology, 29(10), 1675-1688</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
504.0,bezemer (2015),,,147.0,58.0,7.0,http://dx.doi.org/10.1111/gcbb.12132,2015.0,,8.1557,,,8.1557,632.0,,58.0,"<table><tr><td>Authors:</td><td>bezemer, tm; cornelissen, g; jeffery, s; kuyper, tw; lehmann, j; mommer, l; sohi, sp; van de voorde, tfj; van groenigen, jw; wardle, da</td></tr><tr><td>Title:</td><td>the way forward in biochar research: targeting trade-offs between the potential wins</td></tr><tr><td>Source:</td><td>global change biology bioenergy, 7(1), 1-13</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"
505.0,han (2014),,,355.0,7.0,1.0,http://dx.doi.org/10.1002/2014gb004924,2014.0,,0.6245,,,0.6245,736.0,,7.0,"<table><tr><td>Authors:</td><td>han, pf; shi, sw</td></tr><tr><td>Title:</td><td>estimating the soil carbon sequestration potential of china's grain for green project</td></tr><tr><td>Source:</td><td>global biogeochemical cycles, 28(11), 1279-1294</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
506.0,liu (2014),,,69.0,4.0,1.0,http://dx.doi.org/10.1007/s11427-014-4776-1,2014.0,,0.3569,,,0.3569,86.0,,4.0,"<table><tr><td>Authors:</td><td>liu, yc; wang, qf; xu, zh; yu, gr; zhang, yj</td></tr><tr><td>Title:</td><td>carbon carry capacity and carbon sequestration potential in china based on an integrated analysis of mature forest biomass</td></tr><tr><td>Source:</td><td>science china-life sciences, 57(12), 1218-1229</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
507.0,jones (2014),,,91.0,1.0,3.0,http://dx.doi.org/10.1108/ijccsm-11-2012-0063,2014.0,,0.0892,,,0.0892,101.0,,1.0,"<table><tr><td>Authors:</td><td>jones, isf</td></tr><tr><td>Title:</td><td>the cost of carbon management using ocean nourishment</td></tr><tr><td>Source:</td><td>international journal of climate change strategies and management, 6(4), 391-400</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
508.0,hudd (2014),,,5.0,7.0,3.0,http://dx.doi.org/10.1016/j.jclepro.2014.05.064,2014.0,,0.6245,,,0.6245,6.0,,7.0,"<table><tr><td>Authors:</td><td>hudd, h; mattila, hp; zevenhoven, r</td></tr><tr><td>Title:</td><td>cradle-to-gate life cycle assessment of precipitated calcium carbonate production from steel converter slag</td></tr><tr><td>Source:</td><td>journal of cleaner production, 84, 611-618</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
